Year,Month,State,residentialRevenue,residentialSales,residentialCustomers,residentialPrice,commercialRevenue,commercialSales,commercialCustomers,commercialPrice,industrialRevenue,industrialSales,industrialCustomers,industrialPrice,transportationRevenue,transportationSales,transportationCustomers,transportationPrice,totalRevenue,totalSales,totalCustomers,totalPrice
2021,11,MI,468272.83,2658928.70,4466018.00,17.61,352041.94,2805077.20,552663.00,12.55,180499.59,2306277.40,5649.00,7.83,33.80,271.90,2.00,12.43,1000848.20,7770555.10,5024332.00,12.88
2021,11,MN,231957.30,1712560.30,2509617.00,13.54,195204.57,1725522.70,307986.00,11.31,154225.36,1781641.00,8829.00,8.66,183.42,1636.95,1.00,11.21,581570.66,5221360.90,2826433.00,11.14
2021,11,MO,266817.27,2442507.90,2922232.00,10.92,188334.85,2184192.40,396795.00,8.62,75405.73,1067990.80,9929.00,7.06,108.79,1395.78,2.00,7.79,530666.64,5696086.80,3328958.00,9.32
2021,11,MS,148222.91,1212223.40,1332894.00,12.23,118151.93,1046039.80,245065.00,11.30,81012.03,1292747.80,11056.00,6.27,0.00,0.00,0.00,0.00,347386.87,3551011.00,1589015.00,9.78
2021,11,MT,49528.68,435180.68,535070.00,11.38,41960.37,385876.58,113283.00,10.87,20877.41,364905.76,10623.00,5.72,0.00,0.00,0.00,0.00,112366.46,1185963.00,658976.00,9.47
2021,11,NC,476614.54,4168049.40,4712982.00,11.44,290373.95,3465869.30,720826.00,8.38,144867.71,2599734.60,9403.00,5.57,81.24,981.62,1.00,8.28,911937.44,10234635.00,5443212.00,8.91
2021,11,ND,44166.35,404716.51,392744.00,10.91,54503.69,575584.29,77414.00,9.47,70435.26,958873.56,8956.00,7.35,0.00,0.00,0.00,0.00,169105.30,1939174.40,479114.00,8.72
2021,11,NE,78215.52,722177.97,873431.00,10.83,62311.81,736097.48,157976.00,8.47,67597.45,1047340.80,59270.00,6.45,0.00,0.00,0.00,0.00,208124.78,2505616.20,1090677.00,8.31
2021,11,NH,72218.99,341229.00,638700.00,21.16,53109.63,325648.07,110212.00,16.31,21834.64,153195.09,3192.00,14.25,0.00,0.00,0.00,0.00,147163.26,820072.15,752104.00,17.95
2021,11,NJ,309479.30,1919156.30,3668085.00,16.13,350050.44,2774628.80,531225.00,12.62,60855.75,553675.78,11504.00,10.99,1894.79,21486.19,6.00,8.82,722280.27,5268947.10,4210820.00,13.71
2021,11,NM,63357.02,468784.60,916391.00,13.52,70161.89,656205.33,146867.00,10.69,53500.71,812491.16,9279.00,6.58,0.00,0.00,0.00,0.00,187019.62,1937481.10,1072537.00,9.65
2021,11,NV,97347.41,768401.06,1257396.00,12.67,71752.37,885439.43,172222.00,8.10,52751.71,972811.41,3219.00,5.42,43.38,553.51,1.00,7.84,221894.87,2627205.40,1432838.00,8.45
2021,11,NY,718853.49,3577612.80,7260574.00,20.09,863734.10,5503134.50,1137008.00,15.70,92935.91,1396585.90,7108.00,6.65,24026.83,190637.92,8.00,12.60,1699550.30,10667971.00,8404698.00,15.93
2021,11,OH,505290.38,3869870.40,5053321.00,13.06,362097.34,3527224.30,641254.00,10.27,303053.39,4082318.50,19502.00,7.42,169.79,2377.07,3.00,7.14,1170610.90,11481790.00,5714080.00,10.20
2021,11,OK,169545.29,1455178.10,1829120.00,11.65,132282.19,1503590.20,299542.00,8.80,98494.97,1718222.20,20049.00,5.73,0.00,0.00,0.00,0.00,400322.44,4676990.40,2148711.00,8.56
2021,11,OR,187284.01,1637827.10,1815105.00,11.43,122480.07,1336176.80,244030.00,9.17,78920.77,1340734.90,25957.00,5.89,180.51,1835.61,2.00,9.83,388865.36,4316574.40,2085094.00,9.01
2021,11,PA,598486.79,4234894.50,5486282.00,14.13,277456.16,2880211.20,726373.00,9.63,286375.28,3944996.50,14804.00,7.26,2091.49,30301.68,5.00,6.90,1164409.70,11090404.00,6227464.00,10.50
2021,11,RI,48674.04,213115.70,447031.00,22.84,42738.39,280501.52,59858.00,15.24,7892.60,48928.76,1625.00,16.13,283.67,1593.07,1.00,17.81,99588.69,544139.04,508515.00,18.30
2021,11,SC,291244.72,2112819.60,2426729.00,13.78,185735.14,1542949.20,401193.00,12.04,152082.30,2175449.40,3608.00,6.99,0.00,0.00,0.00,0.00,629062.16,5831218.20,2831530.00,10.79
2021,11,SD,44398.26,371702.30,415250.00,11.94,36720.01,375276.40,75253.00,9.78,20195.50,266901.69,4040.00,7.57,0.00,0.00,0.00,0.00,101313.77,1013880.40,494543.00,9.99
2021,11,TN,333158.95,2869666.60,3029533.00,11.61,292417.83,2622776.70,522692.00,11.15,104498.20,1785339.40,1018.00,5.85,0.00,0.00,0.00,0.00,730074.97,7277782.60,3553243.00,10.03
2021,11,TX,1200563.50,9391569.70,11589461.00,12.78,970208.31,11593623.00,1563815.00,8.37,674646.39,11130239.00,300246.00,6.06,1119.34,16575.00,3.00,6.75,2846537.50,32132007.00,13453525.00,8.86
2021,11,UT,77210.40,756353.94,1187503.00,10.21,74000.25,947812.36,140206.00,7.81,42715.90,746273.70,10115.00,5.72,447.97,4216.41,1.00,10.62,194374.52,2454656.40,1337825.00,7.92
2021,11,VA,397082.82,3363399.10,3570855.00,11.81,424188.41,5162013.00,444737.00,8.22,115827.39,1737720.30,3676.00,6.67,986.08,9699.16,1.00,10.17,938084.70,10272832.00,4019269.00,9.13
2021,11,VT,34540.40,171576.18,320415.00,20.13,25244.99,145953.96,60624.00,17.30,13263.14,115472.33,248.00,11.49,0.00,0.00,0.00,0.00,73048.53,433002.47,381287.00,16.87
2021,11,WA,315075.82,3083412.40,3237718.00,10.22,218282.10,2344089.20,396554.00,9.31,102250.95,1761777.00,25406.00,5.80,996.09,10065.41,5.00,9.90,636604.96,7199344.00,3659683.00,8.84
2021,11,WI,248829.79,1692853.60,2768338.00,14.70,197238.03,1814537.40,362352.00,10.87,137839.52,1851316.30,5524.00,7.45,14.29,95.31,2.00,14.99,583921.64,5358802.60,3136216.00,10.90
2021,11,WV,116574.75,904506.57,863770.00,12.89,60587.68,591919.18,148845.00,10.24,73151.38,1235192.80,11277.00,5.92,0.00,0.00,0.00,0.00,250313.81,2731618.50,1023892.00,9.16
2021,11,WY,25879.26,236780.66,279487.00,10.93,25904.85,277089.95,58154.00,9.35,50898.09,791370.26,11539.00,6.43,0.00,0.00,0.00,0.00,102682.20,1305240.90,349180.00,7.87
2021,10,AK,38089.44,164260.06,293656.00,23.19,41723.35,209569.35,56162.00,19.91,20543.92,111565.37,1118.00,18.41,0.00,0.00,0.00,0.00,100356.72,485394.78,350936.00,20.68
2021,10,AL,305435.01,2229731.30,2321566.00,13.70,223671.77,1825057.30,378975.00,12.26,180685.92,2769648.90,7223.00,6.52,0.00,0.00,0.00,0.00,709792.70,6824437.50,2707764.00,10.40
2021,10,AR,154396.33,1329231.50,1423044.00,11.62,99846.99,989389.27,199932.00,10.09,102784.12,1571052.20,38864.00,6.54,3.00,25.00,2.00,12.00,357030.44,3889697.90,1661842.00,9.18
2021,10,AZ,317544.37,2476573.70,2969547.00,12.82,248906.78,2398512.80,336223.00,10.38,81368.81,1216970.30,7533.00,6.69,79.13,864.37,2.00,9.15,647899.08,6092921.10,3313305.00,10.63
2021,10,CA,1363946.40,6193681.60,13923515.00,22.02,2058589.90,10165578.00,1767401.00,20.25,670214.72,4221413.80,148801.00,15.88,7729.81,60597.77,12.00,12.76,4100480.90,20641271.00,15839729.00,19.87
2021,10,CO,197111.51,1435973.70,2454180.00,13.73,185935.64,1705671.50,390531.00,10.90,102697.52,1259631.20,15372.00,8.15,739.91,7863.28,1.00,9.41,486484.57,4409139.70,2860084.00,11.03
2021,10,CT,192556.09,839865.01,1533246.00,22.93,156851.48,941368.67,155782.00,16.66,24296.72,245711.82,4043.00,9.89,1561.39,15354.07,3.00,10.17,375265.68,2042299.60,1693074.00,18.37
2021,10,DC,24068.23,174444.13,300122.00,13.80,79111.21,568778.71,26828.00,13.91,1825.90,20504.54,1.00,8.90,2212.75,23727.00,3.00,9.33,107218.08,787454.38,326954.00,13.62
2021,10,DE,44932.14,329430.23,455643.00,13.64,31926.59,332950.87,58827.00,9.59,14313.23,180342.56,862.00,7.94,0.00,0.00,0.00,0.00,91171.96,842723.66,515332.00,10.82
2021,10,FL,1385696.90,11436525.00,9989148.00,12.12,807567.87,8380548.30,1277878.00,9.64,118876.21,1502145.50,23147.00,7.91,497.08,5913.02,2.00,8.41,2312638.00,21325132.00,11290175.00,10.84
2021,10,GA,535030.90,4161519.40,4583356.00,12.86,434552.08,3839967.70,602571.00,11.32,201383.25,2847679.50,24081.00,7.07,826.91,11058.88,1.00,7.48,1171793.10,10860225.00,5210009.00,10.79
2021,10,HI,83490.26,242119.60,444225.00,34.48,76993.90,243318.10,60028.00,31.64,83250.85,297936.94,829.00,27.94,0.00,0.00,0.00,0.00,243735.00,783374.64,505082.00,31.11
2021,10,IA,125490.41,1003986.20,1420643.00,12.50,97436.46,1025643.30,247267.00,9.50,132356.93,2182593.40,9209.00,6.06,0.00,0.00,0.00,0.00,355283.79,4212222.90,1677119.00,8.43
2021,10,ID,64661.73,611357.23,812814.00,10.58,42329.89,520856.62,118186.00,8.13,33665.89,583645.92,29062.00,5.77,0.00,0.00,0.00,0.00,140657.51,1715859.80,960062.00,8.20
2021,10,IL,442361.89,3163843.30,5365192.00,13.98,392523.25,3779855.70,633973.00,10.38,268978.78,3431794.70,5454.00,7.84,2331.83,36947.47,3.00,6.31,1106195.80,10412441.00,6004622.00,10.62
2021,10,IN,315013.76,2211310.80,2955440.00,14.25,223475.46,1909539.20,365877.00,11.70,282936.04,3606860.80,19036.00,7.84,138.02,1338.69,1.00,10.31,821563.28,7729049.50,3340354.00,10.63
2021,10,KS,122203.99,926285.35,1292993.00,13.19,131449.81,1258431.60,246119.00,10.45,73160.98,1003456.90,23866.00,7.29,0.00,0.00,0.00,0.00,326814.78,3188173.90,1562978.00,10.25
2021,10,KY,208161.02,1695217.70,2037022.00,12.28,166399.95,1526444.20,318225.00,10.90,162059.27,2497386.60,5416.00,6.49,0.00,0.00,0.00,0.00,536620.25,5719048.50,2360663.00,9.38
2021,10,LA,270220.89,2311687.70,2106188.00,11.69,202512.00,1905309.20,295162.00,10.63,191578.85,2876523.70,19695.00,6.66,78.93,752.41,1.00,10.49,664390.67,7094273.00,2421046.00,9.37
2021,10,MA,322295.49,1434003.10,2797367.00,22.48,328639.96,1890737.70,427080.00,17.38,79881.71,513017.62,10751.00,15.57,1657.28,24244.56,2.00,6.84,732474.43,3862003.00,3235200.00,18.97
2021,10,MD,244305.06,1685299.70,2399931.00,14.50,235920.50,2208438.70,258516.00,10.68,25571.33,286933.77,9001.00,8.91,2470.10,30749.75,5.00,8.03,508266.99,4211422.00,2667453.00,12.07
2021,10,ME,64004.79,352231.30,713800.00,18.17,43241.90,313081.67,98264.00,13.81,21046.74,208464.14,2410.00,10.10,0.00,0.00,0.00,0.00,128293.43,873777.11,814474.00,14.68
2021,10,MI,459433.97,2556470.50,4463953.00,17.97,370957.32,3005141.90,552049.00,12.34,185729.35,2292074.50,5657.00,8.10,33.60,277.74,2.00,12.10,1016154.30,7853964.70,5021661.00,12.94
2021,10,MN,221823.16,1571563.90,2505736.00,14.11,207897.28,1814997.80,307194.00,11.45,157643.79,1808172.30,8862.00,8.72,184.07,1668.83,1.00,11.03,587548.30,5196402.80,2821793.00,11.31
2021,10,MO,254650.13,2274634.80,2813422.00,11.20,199746.49,2351165.20,396276.00,8.50,75761.47,1118431.80,9968.00,6.77,155.61,1411.68,2.00,11.02,530313.71,5745643.50,3219668.00,9.23
2021,10,MS,164907.07,1397980.50,1319526.00,11.80,128156.50,1179843.70,241500.00,10.86,80268.06,1360760.90,9909.00,5.90,0.00,0.00,0.00,0.00,373331.62,3938585.10,1570935.00,9.48
2021,10,MT,40587.07,346688.00,533881.00,11.71,41640.34,382908.77,113147.00,10.87,23649.12,361002.04,12600.00,6.55,0.00,0.00,0.00,0.00,105876.53,1090598.80,659628.00,9.71
2021,10,NC,492566.34,4070153.20,4821491.00,12.10,350974.64,4050342.30,743658.00,8.67,130407.19,2132699.30,9580.00,6.11,87.05,1086.17,1.00,8.01,974035.22,10254281.00,5574730.00,9.50
2021,10,ND,35446.57,304825.56,392342.00,11.63,49372.14,534917.22,77352.00,9.23,68866.96,936406.87,8952.00,7.35,0.00,0.00,0.00,0.00,153685.67,1776149.70,478646.00,8.65
2021,10,NE,76917.07,677892.55,871598.00,11.35,65291.37,749536.26,157927.00,8.71,67951.33,1025511.70,59692.00,6.63,0.00,0.00,0.00,0.00,210159.76,2452940.60,1089217.00,8.57
2021,10,NH,66221.40,314497.24,638788.00,21.06,55003.88,335628.53,110484.00,16.39,23550.03,169644.48,3187.00,13.88,0.00,0.00,0.00,0.00,144775.30,819770.25,752459.00,17.66
2021,10,NJ,302183.90,1868038.70,3667656.00,16.18,372222.65,2959383.50,530778.00,12.58,58535.63,541627.70,11530.00,10.81,1948.92,22598.78,6.00,8.62,734891.10,5391648.70,4209970.00,13.63
2021,10,NM,67671.39,496791.34,916743.00,13.62,75835.76,717453.11,146610.00,10.57,54809.71,863640.56,9310.00,6.35,0.00,0.00,0.00,0.00,198316.86,2077885.00,1072663.00,9.54
2021,10,NV,105342.56,837655.26,1253988.00,12.58,78214.23,968933.21,172066.00,8.07,60787.09,1078222.50,3247.00,5.64,43.57,575.47,1.00,7.57,244387.45,2885386.40,1429302.00,8.47
2021,10,NY,765965.23,3707836.30,7268794.00,20.66,979626.16,5722216.00,1173203.00,17.12,92160.27,1363393.50,7344.00,6.76,25563.94,206458.79,8.00,12.38,1863315.60,10999905.00,8449349.00,16.94
2021,10,OH,478661.02,3605381.40,5047921.00,13.28,386268.66,3810246.80,641734.00,10.14,303425.11,4221533.10,19553.00,7.19,171.60,2390.92,3.00,7.18,1168526.40,11639552.00,5709211.00,10.04
2021,10,OK,204998.72,1588298.00,1826071.00,12.91,161631.97,1640661.80,298951.00,9.85,107334.35,1779558.50,20120.00,6.03,0.00,0.00,0.00,0.00,473965.04,5008518.20,2145142.00,9.46
2021,10,OR,168135.78,1428370.30,1811468.00,11.77,121276.41,1301547.70,243160.00,9.32,85315.54,1400997.70,26229.00,6.09,174.85,1779.98,2.00,9.82,374902.57,4132695.60,2080859.00,9.07
2021,10,PA,530414.25,3659654.20,5482541.00,14.49,278226.61,3000156.60,726483.00,9.27,296970.11,4271724.40,14796.00,6.95,1843.20,26839.44,5.00,6.87,1107454.20,10958375.00,6223825.00,10.11
2021,10,RI,51656.48,230722.46,453176.00,22.39,44652.29,288832.77,60497.00,15.46,8417.32,52283.67,1656.00,16.10,284.26,1606.05,1.00,17.70,105010.34,573444.95,515330.00,18.31
2021,10,SC,304775.97,2259292.90,2440938.00,13.49,197099.29,1765261.00,405999.00,11.17,155918.06,2482460.50,3671.00,6.28,0.00,0.00,0.00,0.00,657793.32,6507014.40,2850608.00,10.11
2021,10,SD,41996.10,331460.49,414430.00,12.67,37812.76,382841.33,75456.00,9.88,21620.43,275641.21,4070.00,7.84,0.00,0.00,0.00,0.00,101429.30,989943.03,493956.00,10.25
2021,10,TN,329501.46,2882820.70,3030350.00,11.43,313132.87,2897670.20,523409.00,10.81,104508.61,1848829.10,1018.00,5.65,0.00,0.00,0.00,0.00,747142.94,7629320.00,3554777.00,9.79
2021,10,TX,1533978.20,12235322.00,11713063.00,12.54,1072148.30,13272873.00,1568843.00,8.08,732181.03,12011862.00,296104.00,6.10,1080.03,16755.26,3.00,6.45,3339387.50,37536813.00,13578013.00,8.90
2021,10,UT,75371.50,720908.72,1184858.00,10.46,81844.36,981744.31,139836.00,8.34,50908.36,806953.67,10116.00,6.31,449.02,4174.92,1.00,10.76,208573.25,2513781.60,1334811.00,8.30
2021,10,VA,366177.75,2960912.20,3565902.00,12.37,410115.97,4942280.80,444127.00,8.30,121460.36,1741563.20,3685.00,6.97,1467.75,17426.62,1.00,8.42,899221.82,9662182.80,4013715.00,9.31
2021,10,VT,31754.27,154540.62,320659.00,20.55,25962.25,150147.98,60733.00,17.29,13020.14,111917.05,248.00,11.63,0.00,0.00,0.00,0.00,70736.66,416605.65,381640.00,16.98
2021,10,WA,274594.78,2642217.70,3228753.00,10.39,219497.54,2314599.20,394094.00,9.48,109159.59,1793439.10,25615.00,6.09,799.98,8236.26,5.00,9.71,604051.89,6758492.20,3648467.00,8.94
2021,10,WI,239647.79,1606311.00,2764960.00,14.92,206053.74,1906593.20,362195.00,10.81,154323.18,2016288.80,5544.00,7.65,13.66,88.61,2.00,15.42,600038.36,5529281.70,3132701.00,10.85
2021,10,WV,90430.57,661771.29,862410.00,13.66,60057.67,601282.74,148843.00,9.99,76400.63,1260109.30,11297.00,6.06,0.00,0.00,0.00,0.00,226888.87,2523163.30,1022550.00,8.99
2021,10,WY,22221.03,190625.00,279305.00,11.66,26948.27,278220.33,58218.00,9.69,54109.74,793938.93,11557.00,6.82,0.00,0.00,0.00,0.00,103279.05,1262784.30,349080.00,8.18
2021,9,AK,34155.02,147331.82,293480.00,23.18,39348.63,201308.81,56222.00,19.55,19754.70,110942.63,1150.00,17.81,0.00,0.00,0.00,0.00,93258.35,459583.26,350852.00,20.29
2021,9,AL,380131.93,2820869.10,2320813.00,13.48,241552.26,2026357.80,378689.00,11.92,178723.20,2689292.40,7272.00,6.65,0.00,0.00,0.00,0.00,800407.39,7536519.20,2706774.00,10.62
2021,9,AR,219264.84,1858879.70,1441633.00,11.80,108304.27,1136184.30,202771.00,9.53,113054.98,1603506.20,41529.00,7.05,4.00,29.00,2.00,13.79,440628.09,4598599.10,1685935.00,9.58
2021,9,AZ,500579.14,3928236.80,2961159.00,12.74,310107.42,2886309.60,335966.00,10.74,88309.76,1210445.70,7588.00,7.30,92.66,913.19,2.00,10.15,899088.98,8025905.30,3304715.00,11.20
2021,9,CA,2123119.90,9038225.80,13871870.00,23.49,2180311.10,10005471.00,1760108.00,21.79,756994.71,4503474.50,148603.00,16.81,10150.81,60515.99,12.00,16.77,5070576.60,23607687.00,15780593.00,21.48
2021,9,CO,249149.56,1803411.10,2450634.00,13.82,208022.18,1820457.40,390145.00,11.43,107110.08,1288799.60,15451.00,8.31,712.74,7105.28,1.00,10.03,564994.56,4919773.40,2856231.00,11.48
2021,9,CT,255621.25,1137787.10,1532644.00,22.47,170775.13,968748.06,155596.00,17.63,23542.27,239676.80,4055.00,9.82,1480.22,12576.59,3.00,11.77,451418.87,2358788.50,1692298.00,19.14
2021,9,DC,27294.81,209625.85,299660.00,13.02,73048.60,567739.31,26835.00,12.87,2149.42,26930.85,1.00,7.98,1946.51,17460.35,3.00,11.15,104439.34,821756.37,326499.00,12.71
2021,9,DE,60250.21,455960.68,455289.00,13.21,35396.25,356893.00,58837.00,9.92,13459.94,172926.21,864.00,7.78,0.00,0.00,0.00,0.00,109106.40,985779.88,514990.00,11.07
2021,9,FL,1594692.60,12925193.00,9979813.00,12.34,841731.31,8714987.90,1277105.00,9.66,119085.82,1497249.50,23383.00,7.95,507.67,6039.75,2.00,8.41,2556017.40,23143470.00,11280303.00,11.04
2021,9,GA,666395.50,5178023.60,4581297.00,12.87,442683.95,4129236.10,602542.00,10.72,193631.74,2753383.60,24717.00,7.03,995.74,12831.45,1.00,7.76,1303706.90,12073475.00,5208557.00,10.80
2021,9,HI,82725.09,239277.94,444027.00,34.57,76819.93,244236.24,60071.00,31.45,77947.77,276472.86,822.00,28.19,0.00,0.00,0.00,0.00,237492.79,759987.03,504920.00,31.25
2021,9,IA,155914.74,1125665.10,1420480.00,13.85,114614.07,1012722.10,247457.00,11.32,174935.53,2158544.90,9759.00,8.10,0.00,0.00,0.00,0.00,445464.34,4296932.10,1677696.00,10.37
2021,9,ID,60773.90,584533.75,810713.00,10.40,41742.52,533528.37,117916.00,7.82,53611.31,802366.68,29266.00,6.68,0.00,0.00,0.00,0.00,156127.73,1920428.80,957895.00,8.13
2021,9,IL,499186.79,3833760.00,5363029.00,13.02,401863.48,4099639.50,634067.00,9.80,262081.28,3539903.20,5459.00,7.40,2468.78,37921.05,3.00,6.51,1165600.30,11511224.00,6002558.00,10.13
2021,9,IN,379982.59,2802914.50,2953531.00,13.56,237903.15,2037684.30,365805.00,11.68,273501.60,3572779.30,19056.00,7.66,131.11,1310.69,1.00,10.00,891518.45,8414688.90,3338393.00,10.59
2021,9,KS,173282.88,1342098.80,1294170.00,12.91,153435.83,1459589.60,245771.00,10.51,75815.41,1020706.20,24430.00,7.43,0.00,0.00,0.00,0.00,402534.11,3822394.60,1564371.00,10.53
2021,9,KY,250371.92,2125228.20,2034883.00,11.78,182864.69,1635130.60,317794.00,11.18,152725.57,2516648.50,5421.00,6.07,0.00,0.00,0.00,0.00,585962.18,6277007.40,2358098.00,9.34
2021,9,LA,333096.53,2848627.20,2123476.00,11.69,207544.13,1972125.20,296923.00,10.52,202284.68,3074661.20,19772.00,6.58,89.67,751.97,1.00,11.92,743015.01,7896165.50,2440172.00,9.41
2021,9,MA,441386.01,1882689.60,2836148.00,23.44,384531.49,2163156.30,432690.00,17.78,84332.21,543378.39,10863.00,15.52,1671.92,24207.79,2.00,6.91,911921.63,4613432.10,3279703.00,19.77
2021,9,MD,291015.38,2191974.30,2399252.00,13.28,236290.52,2307740.50,258203.00,10.24,25074.10,288916.46,8992.00,8.68,2044.44,27494.73,5.00,7.44,554424.45,4816125.90,2666452.00,11.51
2021,9,ME,78629.02,437355.82,735683.00,17.98,48820.72,378462.42,99539.00,12.90,21869.49,220013.60,2494.00,9.94,0.00,0.00,0.00,0.00,149319.24,1035831.80,837716.00,14.42
2021,9,MI,471232.59,2671104.30,4464389.00,17.64,387658.57,3155705.90,552152.00,12.28,176480.10,2273669.00,5833.00,7.76,36.11,294.20,2.00,12.27,1035407.40,8100773.30,5022376.00,12.78
2021,9,MN,239034.93,1671034.50,2504585.00,14.30,218311.51,1824666.30,307533.00,11.96,156117.54,1775661.90,9450.00,8.79,176.76,1709.63,1.00,10.34,613640.73,5273072.40,2821569.00,11.64
2021,9,MO,397779.36,3046691.60,2863261.00,13.06,267074.28,2565703.40,396315.00,10.41,89272.99,1123512.70,9977.00,7.95,189.14,1618.38,2.00,11.69,754315.77,6737526.10,3269555.00,11.20
2021,9,MS,211466.02,1848542.60,1326448.00,11.44,141705.86,1342032.70,242972.00,10.56,79840.28,1301430.30,10463.00,6.13,0.00,0.00,0.00,0.00,433012.16,4492005.60,1579883.00,9.64
2021,9,MT,42769.02,361905.08,533173.00,11.82,43438.08,404812.38,113131.00,10.73,24276.63,349692.07,13693.00,6.94,0.00,0.00,0.00,0.00,110483.73,1116409.50,659997.00,9.90
2021,9,NC,621225.77,5253370.80,4816782.00,11.83,385915.34,4435754.70,743132.00,8.70,150296.12,2200512.20,9650.00,6.83,103.24,1327.87,1.00,7.78,1157540.50,11890966.00,5569565.00,9.73
2021,9,ND,37670.92,293527.15,392024.00,12.83,51286.19,524137.62,77386.00,9.78,68320.05,902328.60,9039.00,7.57,0.00,0.00,0.00,0.00,157277.15,1719993.40,478449.00,9.14
2021,9,NE,101568.28,869062.31,872374.00,11.69,71799.83,787771.11,158540.00,9.11,77205.49,1070266.70,67208.00,7.21,0.00,0.00,0.00,0.00,250573.60,2727100.10,1098122.00,9.19
2021,9,NH,83103.27,402226.01,640141.00,20.66,54654.08,340897.24,110494.00,16.03,21997.89,158567.26,3186.00,13.87,0.00,0.00,0.00,0.00,159755.24,901690.51,753821.00,17.72
2021,9,NJ,422937.93,2595740.60,3667110.00,16.29,369189.49,2906636.60,529090.00,12.70,61367.09,577361.25,11409.00,10.63,1600.23,17211.68,6.00,9.30,855094.73,6096950.20,4207615.00,14.03
2021,9,NM,89933.82,618832.99,916141.00,14.53,95697.16,837072.95,146611.00,11.43,56218.08,855056.79,9323.00,6.57,0.00,0.00,0.00,0.00,241849.05,2310962.70,1072075.00,10.47
2021,9,NV,165336.84,1474443.40,1255194.00,11.21,91403.17,1130521.50,172082.00,8.09,87027.27,1119054.50,3470.00,7.78,54.43,725.44,1.00,7.50,343821.70,3724744.80,1430747.00,9.23
2021,9,NY,1011081.70,4932437.60,7286584.00,20.50,1129312.60,6356479.20,1157445.00,17.77,100220.99,1495018.70,7303.00,6.70,27067.36,197141.84,8.00,13.73,2267682.70,12981077.00,8451340.00,17.47
2021,9,OH,560180.15,4263112.00,5044377.00,13.14,385970.94,3852692.10,641517.00,10.02,281086.65,4110491.90,19534.00,6.84,160.83,2263.55,3.00,7.11,1227398.60,12228560.00,5705431.00,10.04
2021,9,OK,282484.11,2347832.40,1825272.00,12.03,182805.34,1895579.00,298675.00,9.64,109886.71,1784323.80,20279.00,6.16,0.00,0.00,0.00,0.00,575176.15,6027735.30,2144226.00,9.54
2021,9,OR,156052.89,1332221.80,1810515.00,11.71,122823.84,1340687.90,243082.00,9.16,90684.42,1459426.40,26939.00,6.21,181.50,1870.34,2.00,9.70,369742.65,4134206.50,2080538.00,8.94
2021,9,PA,627757.77,4464629.90,5482710.00,14.06,287789.38,3169434.10,726165.00,9.08,292190.24,4311823.40,14809.00,6.78,2956.11,47090.34,5.00,6.28,1210693.50,11992978.00,6223689.00,10.10
2021,9,RI,63384.37,271408.54,433110.00,23.35,45255.25,301088.63,58819.00,15.03,8505.73,54110.22,1612.00,15.72,313.27,1794.44,1.00,17.46,117458.61,628401.83,493542.00,18.69
2021,9,SC,370241.37,2763776.90,2445022.00,13.40,205616.48,1907184.00,406330.00,10.78,149324.04,2284386.10,3715.00,6.54,0.00,0.00,0.00,0.00,725181.88,6955347.00,2855067.00,10.43
2021,9,SD,48010.71,365482.16,414268.00,13.14,41965.85,406856.70,75276.00,10.31,23055.90,282737.54,4262.00,8.15,0.00,0.00,0.00,0.00,113032.46,1055076.40,493806.00,10.71
2021,9,TN,439145.58,3934246.70,3028789.00,11.16,363610.85,3287127.50,522457.00,11.06,107899.41,1881393.70,1018.00,5.74,0.00,0.00,0.00,0.00,910655.83,9102767.90,3552264.00,10.00
2021,9,TX,2032944.40,16581737.00,12075096.00,12.26,1146540.20,14163871.00,1570083.00,8.09,723382.12,12107851.00,300361.00,5.97,1044.40,16449.75,3.00,6.35,3903911.10,42869909.00,13945543.00,9.11
2021,9,UT,100439.82,921722.10,1180561.00,10.90,93829.83,1082983.40,139733.00,8.66,53268.97,792140.73,10190.00,6.72,466.83,4171.26,1.00,11.19,248005.45,2801017.50,1330485.00,8.85
2021,9,VA,458291.38,3716740.30,3562972.00,12.33,406197.05,5042120.60,443682.00,8.06,111998.79,1612877.10,3688.00,6.94,1287.69,16013.88,1.00,8.04,977774.91,10387752.00,4010343.00,9.41
2021,9,VT,31239.41,159873.74,320499.00,19.54,26562.93,157410.53,60719.00,16.87,13021.36,111836.77,247.00,11.64,0.00,0.00,0.00,0.00,70823.70,429121.04,381465.00,16.50
2021,9,WA,249490.79,2395717.30,3233217.00,10.41,211424.16,2303213.00,396784.00,9.18,109644.31,1799503.20,26791.00,6.09,791.65,7931.36,5.00,9.98,571350.91,6506364.70,3656797.00,8.78
2021,9,WI,254526.88,1697739.00,2772573.00,14.99,218812.12,1947172.10,363585.00,11.24,160012.82,1974715.40,5821.00,8.10,15.86,111.82,2.00,14.18,633367.68,5619738.30,3141981.00,11.27
2021,9,WV,95822.58,754545.13,862465.00,12.70,55858.61,581127.07,148644.00,9.61,74735.08,1163958.50,11306.00,6.42,0.00,0.00,0.00,0.00,226416.26,2499630.70,1022415.00,9.06
2021,9,WY,22093.50,183930.36,279157.00,12.01,27321.81,280236.33,58276.00,9.75,52830.80,772412.41,11790.00,6.84,0.00,0.00,0.00,0.00,102246.11,1236579.10,349223.00,8.27
